关系ID,关系类型,计算权重,起始节点ID,起始节点名称,起始节点类型,起始节点社区,终止节点ID,终止节点名称,终止节点类型,终止节点社区,是否跨社区
LR864080,执行,1.0,LE825440,本所,PartyWithResponsibility,0,LE060328,废止,Action,0,否
LR448321,执行,1.0,LE825440,本所,PartyWithResponsibility,0,LE961441,施行,Action,0,否
LR011203,履行,1.0,LE825440,本所,PartyWithResponsibility,0,LE207345,负责解释,Responsibility,0,否
LR416300,执行,1.0,LE825440,本所,PartyWithResponsibility,0,LE584323,公告,Action,0,否
LR334338,执行,1.0,LE825440,本所,PartyWithResponsibility,0,LE535877,查询募集资金专户资料,Action,0,否
LR127547,履行,1.0,LE825440,本所,PartyWithResponsibility,0,LE625566,应当及时通知保荐机构,Responsibility,0,否
LR310444,执行,1.0,LE825440,本所,PartyWithResponsibility,0,LE250745,抄送保荐机构,Action,0,否
LR428296,履行,1.0,LE825440,本所,PartyWithResponsibility,0,LE594633,应当将募集资金集中存放于募集资金专户,Responsibility,0,否
LR257340,执行,1.0,LE825440,本所,PartyWithResponsibility,0,LE336976,签订募集资金专户存储三方监管协议,Action,0,否
LR629397,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE826607,应当予以积极配合,Responsibility,0,否
LR549404,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE888052,应当持续关注募集资金实际管理与使用情况,Responsibility,0,否
LR829094,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE625246,并履行必要的信息披露义务,Responsibility,0,否
LR583365,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE095375,应充分关注转让价款收取和使用情况,Responsibility,0,否
LR507533,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE073848,置换募投项目,Action,0,否
LR115246,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE907041,披露,Action,0,否
LR936327,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE360924,提交董事会审议,Action,0,否
LR429345,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE067712,公告改变原因,Action,0,否
LR066049,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE471605,变更募投项目,Action,0,否
LR648775,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE771865,必须经董事会、股东大会审议通过,Responsibility,0,否
LR760086,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE360846,应当按照招股说明书或者募集说明书所列用途使用,Responsibility,0,否
LR638831,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE070247,应当参照变更募投项目履行相应程序及披露义务,Responsibility,0,否
LR760494,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE572426,用于非募投项目,Action,0,否
LR202930,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE186039,使用情况应在年度报告中披露,Responsibility,0,否
LR637243,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE738411,应在董事会会议后2个交易日内报告本所并公告,Responsibility,0,否
LR297218,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE923177,发表明确同意意见,Action,0,否
LR385456,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE721433,应当经董事会审议通过,Responsibility,0,否
LR565010,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE039907,用于其他募投项目,Action,0,否
LR252571,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE834952,报告,Action,0,否
LR696525,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE741634,发表明确同意意见,Responsibility,0,否
LR496909,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE672073,为股东提供网络投票表决方式,Responsibility,0,否
LR492643,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE460253,审议通过,Action,0,否
LR782244,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE437955,归还银行贷款,Action,0,否
LR010507,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE503969,补充流动资金,Action,0,否
LR940213,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE584323,公告,Action,0,否
LR604856,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE941076,报告本所,Action,0,否
LR321230,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE653545,保荐机构发表明确同意意见,Responsibility,0,否
LR379767,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE906433,暂时用于补充流动资金,Action,0,否
LR650003,履行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE533133,独立董事、监事会、保荐机构发表明确同意意见,Responsibility,0,否
LR801943,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE970110,董事会审议通过,Action,0,否
LR606523,执行,1.0,LE625658,独立董事,PartyWithResponsibility,0,LE433592,使用闲置募集资金投资产品,Action,0,否
LR072560,规定行为,0.15,LE016086,第十九条,Section,0,LE572426,用于非募投项目,Action,0,否
LR378639,规定行为,0.15,LE016086,第十九条,Section,0,LE923177,发表明确同意意见,Action,0,否
LR743115,包含责任方,0.95,LE016086,第十九条,Section,0,LE459023,监事会,PartyWithResponsibility,0,否
LR071562,包含责任方,0.95,LE016086,第十九条,Section,0,LE115461,保荐机构,PartyWithResponsibility,0,否
LR474270,包含责任方,0.95,LE016086,第十九条,Section,0,LE625658,独立董事,PartyWithResponsibility,0,否
LR349738,规定行为,0.15,LE016086,第十九条,Section,0,LE039907,用于其他募投项目,Action,0,否
LR713330,包含责任方,0.95,LE016086,第十九条,Section,0,LE526783,上市公司,PartyWithResponsibility,0,否
LR560588,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE826607,应当予以积极配合,Responsibility,0,否
LR412973,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE888052,应当持续关注募集资金实际管理与使用情况,Responsibility,0,否
LR669535,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE184717,在本所网站披露,Action,0,否
LR964147,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE680862,出具鉴证报告,Action,0,否
LR020226,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE586572,聘请会计师事务所,Action,0,否
LR279372,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE784812,解释具体原因,Action,0,否
LR193001,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE625246,并履行必要的信息披露义务,Responsibility,0,否
LR215700,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE095375,应充分关注转让价款收取和使用情况,Responsibility,0,否
LR118735,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE073848,置换募投项目,Action,0,否
LR108906,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE907041,披露,Action,0,否
LR371932,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE360924,提交董事会审议,Action,0,否
LR869998,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE067712,公告改变原因,Action,0,否
LR801971,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE471605,变更募投项目,Action,0,否
LR335920,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE771865,必须经董事会、股东大会审议通过,Responsibility,0,否
LR615730,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE360846,应当按照招股说明书或者募集说明书所列用途使用,Responsibility,0,否
LR788982,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE070247,应当参照变更募投项目履行相应程序及披露义务,Responsibility,0,否
LR046057,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE572426,用于非募投项目,Action,0,否
LR654433,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE186039,使用情况应在年度报告中披露,Responsibility,0,否
LR674249,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE738411,应在董事会会议后2个交易日内报告本所并公告,Responsibility,0,否
LR502283,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE923177,发表明确同意意见,Action,0,否
LR385935,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE721433,应当经董事会审议通过,Responsibility,0,否
LR104354,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE039907,用于其他募投项目,Action,0,否
LR644483,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE834952,报告,Action,0,否
LR312630,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE741634,发表明确同意意见,Responsibility,0,否
LR856790,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE672073,为股东提供网络投票表决方式,Responsibility,0,否
LR002133,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE460253,审议通过,Action,0,否
LR862799,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE437955,归还银行贷款,Action,0,否
LR779028,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE503969,补充流动资金,Action,0,否
LR744564,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE584323,公告,Action,0,否
LR571327,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE941076,报告本所,Action,0,否
LR457774,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE653545,保荐机构发表明确同意意见,Responsibility,0,否
LR731762,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE906433,暂时用于补充流动资金,Action,0,否
LR453519,履行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE533133,独立董事、监事会、保荐机构发表明确同意意见,Responsibility,0,否
LR088346,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE970110,董事会审议通过,Action,0,否
LR475307,执行,1.0,LE459023,监事会,PartyWithResponsibility,0,LE433592,使用闲置募集资金投资产品,Action,0,否
LR919366,执行,1.0,LE176946,董事,PartyWithResponsibility,3,LE637601,违反本办法,Action,3,否
LR689235,执行,1.0,LE176946,董事,PartyWithResponsibility,3,LE880614,纵容,Action,3,否
LR115480,执行,1.0,LE176946,董事,PartyWithResponsibility,3,LE970998,协助,Action,3,否
LR150641,执行,1.0,LE176946,董事,PartyWithResponsibility,3,LE061879,参与,Action,3,否
LR092260,履行,1.0,LE176946,董事,PartyWithResponsibility,3,LE312170,自觉维护上市公司募集资金安全,Responsibility,3,否
LR051841,履行,1.0,LE176946,董事,PartyWithResponsibility,3,LE289501,督促上市公司规范使用募集资金,Responsibility,3,否
LR154098,履行,1.0,LE176946,董事,PartyWithResponsibility,3,LE636456,应当勤勉尽责,Responsibility,3,否
LR124746,包含责任方,0.95,LE992635,第三十条,Section,12,LE108727,上市公司控制的其他企业,PartyWithResponsibility,12,否
LR955620,包含责任方,0.95,LE992635,第三十条,Section,12,LE536196,子公司,PartyWithResponsibility,12,否
LR103859,包含责任方,0.95,LE992635,第三十条,Section,12,LE526783,上市公司,PartyWithResponsibility,0,是
LR845728,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE977841,出具专项核查报告,Action,0,否
LR477268,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE184717,在本所网站披露,Action,0,否
LR128749,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE680862,出具鉴证报告,Action,0,否
LR153928,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE586572,聘请会计师事务所,Action,0,否
LR262967,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE941076,报告本所,Action,0,否
LR249590,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE460253,审议通过,Action,0,否
LR173425,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE784812,解释具体原因,Action,0,否
LR406737,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE907041,披露,Action,0,否
LR830193,执行,1.0,LE931556,上市公司董事会,PartyWithResponsibility,0,LE106996,报本所备案,Action,0,否
LR740529,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE818240,会计师事务所,PartyWithResponsibility,0,否
LR188101,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE609526,董事会审计委员会,PartyWithResponsibility,0,否
LR253076,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE459023,监事会,PartyWithResponsibility,0,否
LR132062,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE625658,独立董事,PartyWithResponsibility,0,否
LR688678,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE051127,股东大会,PartyWithResponsibility,0,否
LR330077,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE211520,董事会,PartyWithResponsibility,0,否
LR932049,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE746112,商业银行,PartyWithResponsibility,0,否
LR316287,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE115461,保荐机构,PartyWithResponsibility,0,否
LR811413,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE526783,上市公司,PartyWithResponsibility,0,否
LR512591,监管,1.0,LE416790,本所,RegulatoryAuthority,0,LE931556,上市公司董事会,PartyWithResponsibility,0,否
LR231433,包含责任方,0.95,LE478273,第二十二条,Section,0,LE526783,上市公司,PartyWithResponsibility,0,否
LR408630,规定行为,0.15,LE478273,第二十二条,Section,0,LE681143,投资于主营业务,Action,0,否
LR235915,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE741634,发表明确同意意见,Responsibility,0,否
LR981959,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE410813,适用本办法,Responsibility,12,是
LR669636,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE826607,应当予以积极配合,Responsibility,0,否
LR838436,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE888052,应当持续关注募集资金实际管理与使用情况,Responsibility,0,否
LR536259,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE181743,应当真实、准确、完整地披露,Responsibility,0,否
LR268377,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE625246,并履行必要的信息披露义务,Responsibility,0,否
LR603212,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE095375,应充分关注转让价款收取和使用情况,Responsibility,0,否
LR095973,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE577355,提高募集资金使用效益,Responsibility,10,是
LR267596,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE434240,有效防范投资风险,Responsibility,0,否
LR208325,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE771865,必须经董事会、股东大会审议通过,Responsibility,0,否
LR962676,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE360846,应当按照招股说明书或者募集说明书所列用途使用,Responsibility,0,否
LR334080,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE353759,使用情况应在最近一期定期报告中披露,Responsibility,0,否
LR161205,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE496156,独立董事、保荐机构、监事会发表明确同意意见,Responsibility,0,否
LR892073,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE304521,应当经董事会和股东大会审议通过,Responsibility,0,否
LR721224,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE070247,应当参照变更募投项目履行相应程序及披露义务,Responsibility,0,否
LR627093,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE186039,使用情况应在年度报告中披露,Responsibility,0,否
LR145778,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE738411,应在董事会会议后2个交易日内报告本所并公告,Responsibility,0,否
LR703879,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE721433,应当经董事会审议通过,Responsibility,0,否
LR517244,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE503057,应当存放于经董事会批准设立的专项账户,Responsibility,0,否
LR360141,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE594633,应当将募集资金集中存放于募集资金专户,Responsibility,0,否
LR105749,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE625566,应当及时通知保荐机构,Responsibility,0,否
LR993465,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE154902,应当及时报告本所并公告,Responsibility,0,否
LR409351,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE304424,应当用于主营业务,Responsibility,0,否
LR429754,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE273530,董事会审议通过,Responsibility,0,否
LR666972,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE733675,会计师事务所出具鉴证报告,Responsibility,0,否
LR086666,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE533133,独立董事、监事会、保荐机构发表明确同意意见,Responsibility,0,否
LR246269,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE883751,产品发行主体能够提供保本承诺,Responsibility,0,否
LR807693,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE653545,保荐机构发表明确同意意见,Responsibility,0,否
LR595148,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE672073,为股东提供网络投票表决方式,Responsibility,0,否
LR239633,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE808059,募集资金,Action,0,否
LR487067,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE637601,违反本办法,Action,3,是
LR317933,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE184717,在本所网站披露,Action,0,否
LR980065,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE680862,出具鉴证报告,Action,0,否
LR671371,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE586572,聘请会计师事务所,Action,0,否
LR194810,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE784812,解释具体原因,Action,0,否
LR172946,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE073848,置换募投项目,Action,0,否
LR681232,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE360924,提交董事会审议,Action,0,否
LR354610,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE067712,公告改变原因,Action,0,否
LR705905,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE471605,变更募投项目,Action,0,否
LR069794,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE572426,用于非募投项目,Action,0,否
LR343898,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE923177,发表明确同意意见,Action,0,否
LR963033,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE039907,用于其他募投项目,Action,0,否
LR146781,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE681143,投资于主营业务,Action,0,否
LR682683,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE953750,将超募资金用于在建项目及新项目,Action,0,否
LR664419,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE280397,公开发行证券,Action,0,否
LR980308,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE591387,非公开发行证券,Action,0,否
LR346460,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE106996,报本所备案,Action,0,否
LR499989,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE907041,披露,Action,0,否
LR721155,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE194339,集中管理,Action,0,否
LR851736,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE336976,签订募集资金专户存储三方监管协议,Action,0,否
LR581416,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE250745,抄送保荐机构,Action,0,否
LR227604,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE535877,查询募集资金专户资料,Action,0,否
LR719972,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE584323,公告,Action,0,否
LR248115,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE935215,履行募集资金专户存储三方监管协议,Action,0,否
LR706897,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE834952,报告,Action,0,否
LR663773,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE829041,使用募集资金,Action,0,否
LR658821,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE662610,决定是否继续实施,Action,0,否
LR007971,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE920968,以自筹资金预先投入募投项目,Action,0,否
LR389500,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE850370,以募集资金置换自筹资金,Action,0,否
LR589336,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE941076,报告本所,Action,0,否
LR756235,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE655633,进行现金管理,Action,0,否
LR419844,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE203453,注销产品专用结算账户,Action,0,否
LR616875,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE433592,使用闲置募集资金投资产品,Action,0,否
LR391974,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE970110,董事会审议通过,Action,0,否
LR847393,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE906433,暂时用于补充流动资金,Action,0,否
LR827870,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE503969,补充流动资金,Action,0,否
LR814396,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE437955,归还银行贷款,Action,0,否
LR895369,执行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE460253,审议通过,Action,0,否
LR901181,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE179815,第二十三条,Section,8,是
LR476011,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE972671,第二十二条,Section,3,否
LR360029,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE300791,第二十一条,Section,3,否
LR915786,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE563223,第二十条,Section,3,否
LR308760,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE790495,第十九条,Section,3,否
LR201609,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE263974,第十八条,Section,3,否
LR917372,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE961368,第十七条,Section,3,否
LR454131,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE211268,第十六条,Section,3,否
LR066181,包含,0.2,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,LE285036,第十五条,Section,3,否
LR258190,受到,0.15,LE096596,变造、隐瞒、毁灭证据,Action,8,LE933795,记入证券期货诚信档案,PunishmentMeasure,8,否
LR416283,受到,0.15,LE096596,变造、隐瞒、毁灭证据,Action,8,LE874116,行政处罚,PunishmentMeasure,8,否
LR881111,受到,0.15,LE096596,变造、隐瞒、毁灭证据,Action,8,LE633282,从重处罚,PunishmentMeasure,8,否
LR936199,规定行为,0.15,LE527714,第九条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR861556,规定行为,0.15,LE527714,第九条,Section,3,LE871273,所披露的信息有误导性陈述,Action,3,否
LR163831,规定行为,0.15,LE527714,第九条,Section,3,LE777279,不完整、不准确陈述,Action,3,否
LR969870,包含责任方,0.95,LE527714,第九条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR091633,做出,1.0,LE645009,保荐人,PartyWithResponsibility,8,LE917374,制作、出具的文件有虚假记载、误导性陈述或者重大遗漏的,Action,8,否
LR774059,做出,1.0,LE645009,保荐人,PartyWithResponsibility,8,LE227523,勤勉尽责,Action,8,否
LR209133,包含,0.2,LE845577,第三章信息披露义务人信息披露违法的责任认定,Chapter,3,LE148134,第十四条,Section,3,否
LR464738,包含,0.2,LE845577,第三章信息披露义务人信息披露违法的责任认定,Chapter,3,LE636767,第十三条,Section,3,否
LR624455,包含,0.2,LE845577,第三章信息披露义务人信息披露违法的责任认定,Chapter,3,LE630882,第十二条,Section,3,否
LR835456,包含,0.2,LE845577,第三章信息披露义务人信息披露违法的责任认定,Chapter,3,LE623817,第十一条,Section,3,否
LR772090,包含监管机构,0.15,LE179815,第二十三条,Section,8,LE785983,证监会,RegulatoryAuthority,8,否
LR599038,包含监管机构,0.15,LE179815,第二十三条,Section,8,LE904779,证券交易所,RegulatoryAuthority,3,是
LR882189,规定行为,0.15,LE179815,第二十三条,Section,8,LE113707,妨碍调查,Action,8,否
LR928019,规定行为,0.15,LE179815,第二十三条,Section,8,LE247215,提供伪证,Action,8,否
LR730937,规定行为,0.15,LE179815,第二十三条,Section,8,LE096596,变造、隐瞒、毁灭证据,Action,8,否
LR608803,规定行为,0.15,LE179815,第二十三条,Section,8,LE173845,信息披露违法,Action,3,是
LR005811,规定行为,0.15,LE179815,第二十三条,Section,8,LE245773,不配合证券监管机构监管,Action,8,否
LR776243,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE994600,误导性陈述或者重大遗漏,Action,3,否
LR762180,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE158095,挪用资金、职务侵占等行为,Action,3,否
LR750868,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE968046,违法买卖公司股票行为,Action,3,否
LR589574,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE023940,损害公司利益行为,Action,3,否
LR195912,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE173845,信息披露违法,Action,3,否
LR621758,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE056105,所披露的信息有重大遗漏,Action,3,否
LR843681,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE212770,遗漏重大事项,Action,3,否
LR861106,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE871273,所披露的信息有误导性陈述,Action,3,否
LR802505,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE777279,不完整、不准确陈述,Action,3,否
LR735602,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE831758,所披露的信息有虚假记载,Action,3,否
LR955703,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE862631,信息披露中记载的事实与真实情况不符,Action,3,否
LR903231,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE354903,不按照相关规定进行会计核算和编制财务会计报告,Action,3,否
LR779704,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE232418,虚构业务入账,Action,3,否
LR718153,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE402469,业务不入账,Action,3,否
LR582148,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE813140,不真实记载,Action,3,否
LR078867,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE601150,信息披露违法行为,Action,3,否
LR195769,做出,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE717368,未按照规定披露信息,Action,3,否
LR373384,履行,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE735261,保证信息披露真实、准确、完整、及时、公平,Responsibility,3,否
LR873260,履行,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE430007,保护投资者的合法权益,Responsibility,3,否
LR164818,履行,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE039319,真实、准确、完整、及时、公平披露信息,Responsibility,3,否
LR597003,履行,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE659352,保护投资者合法权益,Responsibility,3,否
LR912301,履行,1.0,LE158112,信息披露义务人,PartyWithResponsibility,3,LE718055,信息披露义务,Responsibility,3,否
LR724286,规定行为,0.15,LE957645,第八条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR115084,规定行为,0.15,LE957645,第八条,Section,3,LE831758,所披露的信息有虚假记载,Action,3,否
LR891389,规定行为,0.15,LE957645,第八条,Section,3,LE862631,信息披露中记载的事实与真实情况不符,Action,3,否
LR365286,规定行为,0.15,LE957645,第八条,Section,3,LE354903,不按照相关规定进行会计核算和编制财务会计报告,Action,3,否
